unit_number,time_cycles,sensor,sensor_label,value,value_smoothed,fleet_median
3,93,T50,T50 — LPT outlet temperature (rises with wear),1407.25,1410.231,1404.53
3,94,T50,T50 — LPT outlet temperature (rises with wear),1413.49,1410.622,1404.824
3,95,T50,T50 — LPT outlet temperature (rises with wear),1408.57,1410.708,1404.903
3,96,T50,T50 — LPT outlet temperature (rises with wear),1406.08,1410.784,1405.018
3,97,T50,T50 — LPT outlet temperature (rises with wear),1408.72,1410.002,1404.863
3,98,T50,T50 — LPT outlet temperature (rises with wear),1409.74,1409.329,1404.628
3,99,T50,T50 — LPT outlet temperature (rises with wear),1409.94,1409.281,1405.0
3,100,T50,T50 — LPT outlet temperature (rises with wear),1412.83,1409.7,1404.928
3,101,T50,T50 — LPT outlet temperature (rises with wear),1408.99,1410.185,1404.657
3,102,T50,T50 — LPT outlet temperature (rises with wear),1409.89,1409.55,1405.169
3,103,T50,T50 — LPT outlet temperature (rises with wear),1411.25,1409.95,1404.24
3,104,T50,T50 — LPT outlet temperature (rises with wear),1409.8,1409.581,1404.157
3,105,T50,T50 — LPT outlet temperature (rises with wear),1405.36,1409.26,1404.613
3,106,T50,T50 — LPT outlet temperature (rises with wear),1414.6,1410.112,1404.426
3,107,T50,T50 — LPT outlet temperature (rises with wear),1408.58,1410.098,1404.41
3,108,T50,T50 — LPT outlet temperature (rises with wear),1411.86,1410.31,1404.818
3,109,T50,T50 — LPT outlet temperature (rises with wear),1411.08,1410.424,1405.155
3,110,T50,T50 — LPT outlet temperature (rises with wear),1409.54,1410.095,1405.532
3,111,T50,T50 — LPT outlet temperature (rises with wear),1419.21,1411.117,1405.866
3,112,T50,T50 — LPT outlet temperature (rises with wear),1416.75,1411.803,1405.543
3,113,T50,T50 — LPT outlet temperature (rises with wear),1416.07,1412.285,1405.849
3,114,T50,T50 — LPT outlet temperature (rises with wear),1419.01,1413.206,1406.49
3,115,T50,T50 — LPT outlet temperature (rises with wear),1414.57,1414.127,1406.55
3,116,T50,T50 — LPT outlet temperature (rises with wear),1410.33,1413.7,1406.582
3,117,T50,T50 — LPT outlet temperature (rises with wear),1418.62,1414.704,1406.708
3,118,T50,T50 — LPT outlet temperature (rises with wear),1411.02,1414.62,1407.229
3,119,T50,T50 — LPT outlet temperature (rises with wear),1414.47,1414.959,1406.541
3,120,T50,T50 — LPT outlet temperature (rises with wear),1416.64,1415.669,1406.661
3,121,T50,T50 — LPT outlet temperature (rises with wear),1412.36,1414.984,1407.109
3,122,T50,T50 — LPT outlet temperature (rises with wear),1412.76,1414.585,1406.858
3,123,T50,T50 — LPT outlet temperature (rises with wear),1409.72,1413.95,1407.118
3,124,T50,T50 — LPT outlet temperature (rises with wear),1412.78,1413.327,1407.405
3,125,T50,T50 — LPT outlet temperature (rises with wear),1412.6,1413.13,1407.192
3,126,T50,T50 — LPT outlet temperature (rises with wear),1418.89,1413.986,1407.1
3,30,phi,phi — fuel flow ratio (falls with wear),520.83,521.503,521.958
3,31,phi,phi — fuel flow ratio (falls with wear),521.27,521.463,521.951
3,32,phi,phi — fuel flow ratio (falls with wear),521.75,521.479,521.982
3,33,phi,phi — fuel flow ratio (falls with wear),521.43,521.487,521.977
3,34,phi,phi — fuel flow ratio (falls with wear),521.15,521.428,521.983
3,35,phi,phi — fuel flow ratio (falls with wear),521.38,521.413,521.994
3,36,phi,phi — fuel flow ratio (falls with wear),521.24,521.416,522.002
3,37,phi,phi — fuel flow ratio (falls with wear),521.38,521.392,521.97
3,38,phi,phi — fuel flow ratio (falls with wear),521.61,521.337,521.977
3,39,phi,phi — fuel flow ratio (falls with wear),520.79,521.283,521.949
3,40,phi,phi — fuel flow ratio (falls with wear),521.66,521.366,521.979
3,41,phi,phi — fuel flow ratio (falls with wear),521.34,521.373,521.973
3,42,phi,phi — fuel flow ratio (falls with wear),521.37,521.335,522.006
3,43,phi,phi — fuel flow ratio (falls with wear),521.59,521.351,521.98
3,44,phi,phi — fuel flow ratio (falls with wear),521.77,521.413,521.989
3,45,phi,phi — fuel flow ratio (falls with wear),521.0,521.375,521.972
3,46,phi,phi — fuel flow ratio (falls with wear),521.21,521.372,521.978
3,47,phi,phi — fuel flow ratio (falls with wear),520.81,521.315,521.971
3,48,phi,phi — fuel flow ratio (falls with wear),521.85,521.339,521.943
3,49,phi,phi — fuel flow ratio (falls with wear),521.54,521.414,521.956
3,50,phi,phi — fuel flow ratio (falls with wear),521.54,521.402,521.972
3,51,phi,phi — fuel flow ratio (falls with wear),521.36,521.404,521.939
3,52,phi,phi — fuel flow ratio (falls with wear),522.1,521.477,521.928
3,53,phi,phi — fuel flow ratio (falls with wear),521.25,521.443,521.931
3,54,phi,phi — fuel flow ratio (falls with wear),521.3,521.396,521.912
3,55,phi,phi — fuel flow ratio (falls with wear),521.23,521.419,521.942
3,56,phi,phi — fuel flow ratio (falls with wear),521.72,521.47,521.934
3,57,phi,phi — fuel flow ratio (falls with wear),521.32,521.521,521.984
3,58,phi,phi — fuel flow ratio (falls with wear),521.08,521.444,521.932
3,59,phi,phi — fuel flow ratio (falls with wear),520.91,521.381,521.916
3,60,phi,phi — fuel flow ratio (falls with wear),521.4,521.367,521.94
3,61,phi,phi — fuel flow ratio (falls with wear),521.19,521.35,521.901
3,62,phi,phi — fuel flow ratio (falls with wear),521.52,521.292,521.906
3,63,phi,phi — fuel flow ratio (falls with wear),520.85,521.252,521.916
3,64,phi,phi — fuel flow ratio (falls with wear),521.04,521.226,521.942
3,65,phi,phi — fuel flow ratio (falls with wear),520.79,521.182,521.932
3,66,phi,phi — fuel flow ratio (falls with wear),521.48,521.158,521.905
3,67,phi,phi — fuel flow ratio (falls with wear),521.1,521.136,521.895
3,68,phi,phi — fuel flow ratio (falls with wear),521.82,521.21,521.899
3,69,phi,phi — fuel flow ratio (falls with wear),521.21,521.24,521.888
3,70,phi,phi — fuel flow ratio (falls with wear),521.28,521.228,521.876
3,71,phi,phi — fuel flow ratio (falls with wear),521.48,521.257,521.88
3,72,phi,phi — fuel flow ratio (falls with wear),520.83,521.188,521.878
3,73,phi,phi — fuel flow ratio (falls with wear),520.87,521.19,521.864
3,74,phi,phi — fuel flow ratio (falls with wear),521.5,521.236,521.871
3,75,phi,phi — fuel flow ratio (falls with wear),521.43,521.3,521.869
3,76,phi,phi — fuel flow ratio (falls with wear),521.16,521.268,521.884
3,77,phi,phi — fuel flow ratio (falls with wear),521.46,521.304,521.867
3,78,phi,phi — fuel flow ratio (falls with wear),521.31,521.253,521.866
3,79,phi,phi — fuel flow ratio (falls with wear),521.32,521.264,521.878
3,80,phi,phi — fuel flow ratio (falls with wear),521.46,521.282,521.848
3,81,phi,phi — fuel flow ratio (falls with wear),520.99,521.233,521.831
3,82,phi,phi — fuel flow ratio (falls with wear),521.18,521.268,521.833
3,83,phi,phi — fuel flow ratio (falls with wear),521.37,521.318,521.832
3,84,phi,phi — fuel flow ratio (falls with wear),521.23,521.291,521.844
3,85,phi,phi — fuel flow ratio (falls with wear),521.01,521.249,521.85
3,86,phi,phi — fuel flow ratio (falls with wear),521.2,521.253,521.845
3,87,phi,phi — fuel flow ratio (falls with wear),521.15,521.222,521.837
3,88,phi,phi — fuel flow ratio (falls with wear),521.32,521.223,521.805
3,89,phi,phi — fuel flow ratio (falls with wear),520.92,521.183,521.794
3,90,phi,phi — fuel flow ratio (falls with wear),521.36,521.173,521.794
3,91,phi,phi — fuel flow ratio (falls with wear),521.35,521.209,521.781
3,92,phi,phi — fuel flow ratio (falls with wear),520.72,521.163,521.77
3,93,phi,phi — fuel flow ratio (falls with wear),521.14,521.14,521.772
3,94,phi,phi — fuel flow ratio (falls with wear),521.23,521.14,521.764
3,95,phi,phi — fuel flow ratio (falls with wear),521.0,521.139,521.745
3,96,phi,phi — fuel flow ratio (falls with wear),521.34,521.153,521.731
3,97,phi,phi — fuel flow ratio (falls with wear),521.29,521.167,521.703
3,98,phi,phi — fuel flow ratio (falls with wear),521.47,521.182,521.668
3,99,phi,phi — fuel flow ratio (falls with wear),521.42,521.232,521.718
3,100,phi,phi — fuel flow ratio (falls with wear),520.95,521.191,521.701
3,101,phi,phi — fuel flow ratio (falls with wear),520.7,521.126,521.71
3,102,phi,phi — fuel flow ratio (falls with wear),521.04,521.158,521.708
3,103,phi,phi — fuel flow ratio (falls with wear),521.29,521.173,521.702
3,104,phi,phi — fuel flow ratio (falls with wear),521.5,521.2,521.702
3,105,phi,phi — fuel flow ratio (falls with wear),521.17,521.217,521.672
3,106,phi,phi — fuel flow ratio (falls with wear),521.1,521.193,521.676
3,107,phi,phi — fuel flow ratio (falls with wear),521.5,521.214,521.67
3,108,phi,phi — fuel flow ratio (falls with wear),521.48,521.215,521.696
3,109,phi,phi — fuel flow ratio (falls with wear),521.36,521.209,521.683
3,110,phi,phi — fuel flow ratio (falls with wear),521.37,521.251,521.668
3,111,phi,phi — fuel flow ratio (falls with wear),520.92,521.273,521.635
3,112,phi,phi — fuel flow ratio (falls with wear),520.65,521.234,521.629
3,113,phi,phi — fuel flow ratio (falls with wear),520.64,521.169,521.604
3,114,phi,phi — fuel flow ratio (falls with wear),521.74,521.193,521.599
3,115,phi,phi — fuel flow ratio (falls with wear),521.06,521.182,521.552
3,116,phi,phi — fuel flow ratio (falls with wear),520.93,521.165,521.585
3,117,phi,phi — fuel flow ratio (falls with wear),520.78,521.093,521.588
3,118,phi,phi — fuel flow ratio (falls with wear),520.71,521.016,521.585
3,119,phi,phi — fuel flow ratio (falls with wear),520.95,520.975,521.543
3,120,phi,phi — fuel flow ratio (falls with wear),521.03,520.941,521.561
3,121,phi,phi — fuel flow ratio (falls with wear),520.87,520.936,521.556
3,122,phi,phi — fuel flow ratio (falls with wear),521.25,520.996,521.538
3,123,phi,phi — fuel flow ratio (falls with wear),520.53,520.985,521.518
3,124,phi,phi — fuel flow ratio (falls with wear),520.87,520.898,521.52
3,125,phi,phi — fuel flow ratio (falls with wear),520.13,520.805,521.537
3,126,phi,phi — fuel flow ratio (falls with wear),520.83,520.795,521.535
4,30,BPR,BPR — bypass ratio (rises with wear),8.429,8.427,8.415
4,31,BPR,BPR — bypass ratio (rises with wear),8.437,8.428,8.416
4,32,BPR,BPR — bypass ratio (rises with wear),8.435,8.431,8.415
4,33,BPR,BPR — bypass ratio (rises with wear),8.432,8.434,8.416
4,34,BPR,BPR — bypass ratio (rises with wear),8.45,8.432,8.415
4,35,BPR,BPR — bypass ratio (rises with wear),8.442,8.431,8.417
4,36,BPR,BPR — bypass ratio (rises with wear),8.415,8.432,8.416
4,37,BPR,BPR — bypass ratio (rises with wear),8.42,8.434,8.418
4,38,BPR,BPR — bypass ratio (rises with wear),8.429,8.434,8.418
4,39,BPR,BPR — bypass ratio (rises with wear),8.419,8.431,8.418
4,40,BPR,BPR — bypass ratio (rises with wear),8.42,8.43,8.417
4,41,BPR,BPR — bypass ratio (rises with wear),8.415,8.428,8.418
4,42,BPR,BPR — bypass ratio (rises with wear),8.446,8.429,8.419
4,43,BPR,BPR — bypass ratio (rises with wear),8.44,8.43,8.417
4,44,BPR,BPR — bypass ratio (rises with wear),8.432,8.428,8.418
4,45,BPR,BPR — bypass ratio (rises with wear),8.447,8.428,8.419
4,46,BPR,BPR — bypass ratio (rises with wear),8.426,8.429,8.418
4,47,BPR,BPR — bypass ratio (rises with wear),8.43,8.43,8.418
4,48,BPR,BPR — bypass ratio (rises with wear),8.452,8.433,8.419
4,49,BPR,BPR — bypass ratio (rises with wear),8.419,8.433,8.416
4,50,BPR,BPR — bypass ratio (rises with wear),8.437,8.434,8.418
4,51,BPR,BPR — bypass ratio (rises with wear),8.419,8.435,8.419
4,52,BPR,BPR — bypass ratio (rises with wear),8.413,8.432,8.418
4,53,BPR,BPR — bypass ratio (rises with wear),8.423,8.43,8.419
4,54,BPR,BPR — bypass ratio (rises with wear),8.438,8.43,8.42
4,55,BPR,BPR — bypass ratio (rises with wear),8.454,8.431,8.418
4,56,BPR,BPR — bypass ratio (rises with wear),8.431,8.432,8.418
4,57,BPR,BPR — bypass ratio (rises with wear),8.446,8.433,8.418
4,58,BPR,BPR — bypass ratio (rises with wear),8.446,8.433,8.416
4,59,BPR,BPR — bypass ratio (rises with wear),8.432,8.434,8.416
4,60,BPR,BPR — bypass ratio (rises with wear),8.459,8.436,8.416
4,61,BPR,BPR — bypass ratio (rises with wear),8.415,8.436,8.419
4,62,BPR,BPR — bypass ratio (rises with wear),8.453,8.44,8.419
4,63,BPR,BPR — bypass ratio (rises with wear),8.449,8.442,8.42
4,64,BPR,BPR — bypass ratio (rises with wear),8.455,8.444,8.419
4,65,BPR,BPR — bypass ratio (rises with wear),8.461,8.445,8.418
4,66,BPR,BPR — bypass ratio (rises with wear),8.426,8.444,8.419
4,67,BPR,BPR — bypass ratio (rises with wear),8.422,8.442,8.419
4,68,BPR,BPR — bypass ratio (rises with wear),8.401,8.437,8.42
4,69,BPR,BPR — bypass ratio (rises with wear),8.446,8.439,8.42
4,70,BPR,BPR — bypass ratio (rises with wear),8.444,8.437,8.42
4,71,BPR,BPR — bypass ratio (rises with wear),8.408,8.437,8.419
4,72,BPR,BPR — bypass ratio (rises with wear),8.45,8.436,8.42
4,73,BPR,BPR — bypass ratio (rises with wear),8.457,8.437,8.422
4,74,BPR,BPR — bypass ratio (rises with wear),8.423,8.434,8.419
4,75,BPR,BPR — bypass ratio (rises with wear),8.477,8.435,8.418
4,76,BPR,BPR — bypass ratio (rises with wear),8.446,8.437,8.417
4,77,BPR,BPR — bypass ratio (rises with wear),8.451,8.44,8.419
4,78,BPR,BPR — bypass ratio (rises with wear),8.429,8.443,8.42
4,79,BPR,BPR — bypass ratio (rises with wear),8.43,8.441,8.42
4,80,BPR,BPR — bypass ratio (rises with wear),8.426,8.44,8.419
4,81,BPR,BPR — bypass ratio (rises with wear),8.445,8.443,8.42
4,82,BPR,BPR — bypass ratio (rises with wear),8.455,8.444,8.421
4,83,BPR,BPR — bypass ratio (rises with wear),8.444,8.443,8.422
4,84,BPR,BPR — bypass ratio (rises with wear),8.43,8.443,8.42
4,85,BPR,BPR — bypass ratio (rises with wear),8.421,8.438,8.421
4,86,BPR,BPR — bypass ratio (rises with wear),8.435,8.437,8.422
4,87,BPR,BPR — bypass ratio (rises with wear),8.434,8.435,8.423
4,88,BPR,BPR — bypass ratio (rises with wear),8.458,8.438,8.423
4,89,BPR,BPR — bypass ratio (rises with wear),8.448,8.44,8.423
4,90,BPR,BPR — bypass ratio (rises with wear),8.445,8.441,8.424
4,91,BPR,BPR — bypass ratio (rises with wear),8.442,8.441,8.423
4,92,BPR,BPR — bypass ratio (rises with wear),8.491,8.445,8.423
4,93,BPR,BPR — bypass ratio (rises with wear),8.45,8.445,8.423
4,94,BPR,BPR — bypass ratio (rises with wear),8.4,8.442,8.426
4,95,BPR,BPR — bypass ratio (rises with wear),8.435,8.444,8.426
4,96,BPR,BPR — bypass ratio (rises with wear),8.446,8.445,8.426
4,97,BPR,BPR — bypass ratio (rises with wear),8.43,8.445,8.424
4,98,BPR,BPR — bypass ratio (rises with wear),8.458,8.444,8.425
4,99,BPR,BPR — bypass ratio (rises with wear),8.445,8.444,8.426
4,100,BPR,BPR — bypass ratio (rises with wear),8.454,8.445,8.428
4,101,BPR,BPR — bypass ratio (rises with wear),8.463,8.447,8.427
4,102,BPR,BPR — bypass ratio (rises with wear),8.416,8.44,8.428
4,103,BPR,BPR — bypass ratio (rises with wear),8.466,8.441,8.428
4,104,BPR,BPR — bypass ratio (rises with wear),8.465,8.448,8.428
4,105,BPR,BPR — bypass ratio (rises with wear),8.45,8.449,8.428
4,106,BPR,BPR — bypass ratio (rises with wear),8.463,8.451,8.429
4,30,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.55,47.499,47.316
4,31,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.482,47.314
4,32,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.55,47.485,47.332
4,33,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.483,47.326
4,34,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.44,47.478,47.336
4,35,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.55,47.491,47.333
4,36,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.473,47.341
4,37,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.5,47.475,47.331
4,38,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.41,47.474,47.335
4,39,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.484,47.33
4,40,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.474,47.338
4,41,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.489,47.329
4,42,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.34,47.468,47.334
4,43,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.479,47.334
4,44,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.481,47.339
4,45,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.468,47.342
4,46,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.486,47.348
4,47,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.488,47.344
4,48,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.37,47.484,47.35
4,49,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.31,47.452,47.36
4,50,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.53,47.46,47.365
4,51,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.23,47.426,47.358
4,52,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.36,47.428,47.358
4,53,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.6,47.432,47.358
4,54,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.43,47.429,47.352
4,55,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.439,47.348
4,56,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.46,47.433,47.344
4,57,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.59,47.44,47.352
4,58,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.459,47.35
4,59,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.53,47.481,47.348
4,60,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.47,47.475,47.351
4,61,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.51,47.503,47.342
4,62,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.6,47.527,47.34
4,63,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.54,47.521,47.344
4,64,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.534,47.348
4,65,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.71,47.553,47.348
4,66,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.69,47.576,47.36
4,67,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.23,47.54,47.35
4,68,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.29,47.513,47.35
4,69,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.42,47.502,47.363
4,70,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.518,47.364
4,71,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.55,47.522,47.36
4,72,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.49,47.511,47.379
4,73,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.57,47.514,47.382
4,74,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.61,47.519,47.372
4,75,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.65,47.513,47.382
4,76,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.7,47.514,47.375
4,77,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.547,47.379
4,78,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.67,47.585,47.378
4,79,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.45,47.588,47.38
4,80,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.56,47.581,47.375
4,81,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.589,47.381
4,82,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.63,47.603,47.384
4,83,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.52,47.598,47.392
